# ћетэастанцы€ ћ≥нск, Ѕеларусь, WMO_ID=26850, выбарка з 19.09.2014 па 26.09.2015, Ґсе дн≥
#  адоҐка: ANSI
# ≤нфармацы€ прадастаҐлена сайтам "–эальны прагноз", rp5.by 
#  ал≥ ласка, пры выкарыстанн≥ даных, спасылайцес€ на названы сайт.
# јбазначэнн€ метэапараметраҐ гл€дзець па адрасу http://rp5.by/archive.php?wmo_id=26850&lang=be
#
"ћ€сцовы час Ґ горадзе ћ≥нск";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.11.2014 21:00";"7.1";"745.9";"767.1";"0.6";"100";"¬ецер з поҐдн€";"1";"";"";"Ќеба не бачна з-за туману ≥/або друг≥х метэаралаг≥чных з'€ваҐ";"“уман або л€дз€ны туман, неба не бачна, пачаҐс€ або Ґзмацн≥Ґс€ на прац€гу апошн€й гадз≥ны. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"9.2";"";"";"";"";"";"0.3";"7.1";"";"";"";"";"";"";
"10.11.2014 18:00";"8.7";"745.3";"766.3";"0.1";"94";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"1";"";"";"70 Ц 80%.";"—муга. ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";" учава-дажджавы€ лысы€ з кучавым≥, сла≥ста-кучавым≥ або сла≥стым≥, або без ≥х.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"6.0";"7.7";"";"";"";"";"";"";
"10.11.2014 15:00";"8.1";"745.2";"766.3";"-0.8";"95";"¬ецер з паҐднЄва-паҐднЄва-Ґсходу";"2";"";"";"90  або больш, але не 100%";"—муга. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"90  або больш, але не 100%";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"3.6";"7.3";"";"";"";"";"";"";
"10.11.2014 12:00";"7.4";"746.0";"767.2";"-0.1";"98";"¬ецер з паҐднЄвага Ґсходу";"2";"";"";"100%.";"“уман або л€дз€ны туман. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"2.6";"7.1";"";"";"";"";"";"";
"10.11.2014 09:00";"6.1";"746.1";"767.4";"0.1";"100";"¬ецер з усхода-паҐднЄва-Ґсходу";"1";"";"";"Ќеба не бачна з-за туману ≥/або друг≥х метэаралаг≥чных з'€ваҐ";"“уман або л€дз€ны туман, неба не бачна, пачаҐс€ або Ґзмацн≥Ґс€ на прац€гу апошн€й гадз≥ны. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"5.1";"";"";"";"";"";"";"0.8";"6.1";"—л€ды ападкаҐ";"12";"";"";"";"";
"10.11.2014 06:00";"5.4";"746.0";"767.4";"-0.2";"99";"¬ецер з усходу";"2";"";"";"100%.";"—муга. ";"“уман або л€дз€ны туман або моцна€ ≥мгла.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"1.8";"5.2";"";"";"";"";"";"";
"10.11.2014 03:00";"5.2";"746.2";"767.5";"0.0";"99";"¬ецер з усходу";"2";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"100-200";"";"";"1.6";"5.0";"";"";"";"";"";"";
"10.11.2014 00:00";"5.2";"746.2";"767.5";"0.0";"97";"¬ецер з усходу";"2";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"4.8";"4.7";"";"";"";"";"";"";
"09.11.2014 21:00";"5.3";"746.2";"767.5";"0.8";"95";"¬ецер з усхода-паҐночна-Ґсходу";"2";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"6.5";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"200-300";"";"";"4.8";"4.6";"0.5";"12";"";"";"";"";
"09.11.2014 18:00";"5.5";"745.4";"766.8";"0.7";"95";"¬ецер з усхода-паҐночна-Ґсходу";"2";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"4.8";"";"";"";"";"";"";
"09.11.2014 15:00";"5.9";"744.7";"766.0";"0.0";"97";"¬ецер з паҐночнага Ґсходу";"3";"";"";"100%.";"—тан неба Ґ вогуле не зм€н≥Ґс€. ";"ƒождж.";"≤мжа.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"200-300";"";"";"10.0";"5.4";"";"";"";"";"";"";
"09.11.2014 12:00";"6.1";"744.7";"766.0";"0.6";"99";"¬ецер з паҐночнага Ґсходу";"1";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"≤мжа.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"100-200";"";"";"4.7";"5.9";"";"";"";"";"";"";
"09.11.2014 09:00";"5.9";"744.1";"765.3";"0.7";"99";"¬ецер з усхода-паҐночна-Ґсходу";"2";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"5.8";"";"—ла≥сты€ разорваны€ або кучавы€ разорваны€ воблак≥ кепскага надвор'€, або ты€ й ≥ншы€ разам (разарвана-дажджавы€); звычайна знаходз€цца пад сла≥стым≥ або сла≥ста-дажджавым≥.";"100%.";"200-300";"";"";"1.7";"5.7";"3.0";"12";"";"";"";"";
"09.11.2014 06:00";"6.2";"743.4";"764.6";"-0.1";"95";"¬ецер з усхода-паҐночна-Ґсходу";"2";"";"";"100%.";"—муга. ";"≤мжа.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"8.0";"5.5";"";"";"";"";"";"";
"09.11.2014 03:00";"6.3";"743.5";"764.8";"-0.3";"95";"¬ецер з усходу";"2";"";"";"100%.";"≤мжа незам€рзальна€ бесперапынна€ слаба€ Ґ час наз≥ранн€. ";"ƒождж.";"≤мжа.";"";"";"—ла≥сты€ туманападобны€ або сла≥сты€ разорваны€, або ты€ й ≥ншы€ разам, €к≥€ не тычацца да воблакаҐ кепскага надвор'€.";"100%.";"300-600";"";"";"8.0";"5.6";"";"";"";"";"";"";
"09.11.2014 00:00";"6.3";"743.8";"765.0";"0.4";"95";"¬ецер з усходу";"1";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"4.6";"5.6";"";"";"";"";"";"";
"08.11.2014 21:00";"6.4";"743.4";"764.6";"0.7";"87";"Ўтыль, ветру н€ма";"0";"";"";"100%.";"ƒождж незам€рзальны бесперапынны слабы Ґ час наз≥ранн€. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу частк≥ адпаведнага перы€да ≥ палову або меньш на прац€гу другой частк≥ адпаведнага перы€да.";"";"10.3";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"10.0";"4.3";"0.1";"12";"";"";"";"";
"08.11.2014 18:00";"6.4";"742.7";"763.9";"0.7";"85";"¬ецер з паҐночнага захаду";"1";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"40%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"15.0";"4.1";"";"";"";"";"";"";
"08.11.2014 15:00";"9.3";"742.0";"763.0";"0.6";"73";"¬ецер з паҐночна-паҐночна-захаду";"1";"";"";"40%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"10%  або меньш, але не 0";"1000-1500";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"4.6";"";"";"";"";"";"";
"08.11.2014 12:00";"8.2";"741.4";"762.4";"1.3";"78";"¬ецер з паҐночнага захаду";"1";"";"";"70 Ц 80%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"50%.";"600-1000";"¬ысокакучавых, высокасла≥стых або сла≥ста-дажджавых воблакаҐ н€ма.";"ѕерысты€ н≥цепадобны€, часам к≥пцюрападобны€, не распаҐсюджаны€ па небе.";"20.0";"4.6";"";"";"";"";"";"";
"08.11.2014 09:00";"7.1";"740.1";"761.2";"1.4";"85";"¬ецер з паҐночна-паҐночна-захаду";"1";"";"";"100%.";" ";"";"";"7.0";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"100%.";"300-600";"";"";"20.0";"4.8";"0.8";"12";"";"";"";"";
"08.11.2014 06:00";"7.3";"738.7";"759.7";"1.3";"88";"¬ецер з захаду";"1";"";"";"100%.";" ";"";"";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"300-600";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"10.0";"5.5";"";"";"";"";"";"";
"08.11.2014 03:00";"10.0";"737.4";"758.1";"1.2";"95";"¬ецер з захаду";"1";"";"";"100%.";"ƒождж (незам€рзальны) нел≥Ґневы. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"70 Ц 80%.";"200-300";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"";"10.0";"9.2";"";"";"";"";"";"";
"08.11.2014 00:00";"12.7";"736.2";"756.7";"-0.3";"74";"¬ецер з паҐднЄва-паҐднЄва-захаду";"3";"";"";"90  або больш, але не 100%";"ƒождж (незам€рзальны) нел≥Ґневы. ";"ƒождж.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"";"—ла≥ста-кучавы€, абразаваны€ не ад кучавых.";"90  або больш, але не 100%";"600-1000";"";"";"8.0";"8.2";"";"";"";"";"";"";
"07.11.2014 21:00";"13.5";"736.5";"756.9";"-0.8";"67";"¬ецер з поҐдн€";"2";"";"";"70 Ц 80%.";"Ћ≥Ґневы(ы€) дождж (дажджы). ";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"¬облак≥ Ґкрывал≥ больш за палову неба на прац€гу Ґс€го адпаведнага перы€да.";"";"14.6";"—ла≥ста-кучавых, сла≥стых, кучавых або кучава-дажджавых воблакаҐ н€ма.";"70 Ц 80%.";"2500 ц≥ больш, або аблокаҐ н€ма.";"¬ысокасла≥сты€ празрысты€, знаходз€цца на адным ҐзроҐн≥.";"ѕерыстых, перыста-кучавых або перыста-сла≥стых н€ма.";"9.0";"7.4";"—л€ды ападкаҐ";"12";"";"";"";"";
